datetime,count
2011-01-20 00:00:00,8.388245354372799
2011-01-20 01:00:00,8.413193714426933
2011-01-20 02:00:00,9.525490632772458
2011-01-20 03:00:00,11.324861370967998
2011-01-20 04:00:00,12.781211440652937
2011-01-20 05:00:00,13.940821922687329
2011-01-20 06:00:00,16.010497700661777
2011-01-20 07:00:00,19.420043599025114
2011-01-20 08:00:00,22.219139655819543
2011-01-20 09:00:00,29.569887063973393
2011-01-20 10:00:00,30.33578419617005
2011-01-20 11:00:00,40.16066916663445
2011-01-20 12:00:00,45.375563079284326
2011-01-20 13:00:00,49.606817503449975
2011-01-20 14:00:00,56.70128890189964
2011-01-20 15:00:00,66.1024373770854
2011-01-20 16:00:00,67.15987526658755
2011-01-20 17:00:00,74.57848597390023
2011-01-20 18:00:00,76.54634912590105
2011-01-20 19:00:00,76.07295870614573
2011-01-20 20:00:00,92.93704361554028
2011-01-20 21:00:00,104.11365932477669
2011-01-20 22:00:00,109.40236336276251
2011-01-20 23:00:00,124.01146736443376
2011-01-21 00:00:00,7.921682783555747
2011-01-21 01:00:00,8.975900997656268
2011-01-21 02:00:00,5.919238434149785
2011-01-21 03:00:00,6.619960562844259
2011-01-21 04:00:00,9.65237965569482
2011-01-21 05:00:00,15.1106624957422
2011-01-21 06:00:00,17.80424414412106
2011-01-21 07:00:00,22.03743373684749
2011-01-21 08:00:00,26.61042011209476
2011-01-21 09:00:00,28.413512273899613
2011-01-21 10:00:00,34.84841084854401
2011-01-21 11:00:00,41.52253357551338
2011-01-21 12:00:00,58.9830732680186
2011-01-21 13:00:00,73.97086027804387
2011-01-21 14:00:00,76.88365213516641
2011-01-21 15:00:00,89.47936374802384
2011-01-21 16:00:00,97.65580206704858
2011-01-21 17:00:00,111.227628693254
2011-01-21 18:00:00,123.5772576074716
2011-01-21 19:00:00,141.2520069282947
2011-01-21 20:00:00,164.06723134581935
2011-01-21 21:00:00,174.4007352641057
2011-01-21 22:00:00,204.55503620378803
2011-01-21 23:00:00,234.85763735942643
2011-01-22 00:00:00,26.531327742020213
2011-01-22 01:00:00,37.26986876180931
2011-01-22 02:00:00,38.889584443343445
2011-01-22 03:00:00,42.542022041445414
2011-01-22 04:00:00,44.62020347789351
2011-01-22 06:00:00,54.4018701512772
2011-01-22 07:00:00,51.19710206176631
2011-01-22 08:00:00,56.215467317280684
2011-01-22 09:00:00,58.443303977328036
2011-01-22 10:00:00,72.30724137445104
2011-01-22 11:00:00,76.18883875935447
2011-01-22 12:00:00,81.85514524612054
2011-01-22 13:00:00,72.24297647558097
2011-01-22 14:00:00,78.280283787373
2011-01-22 15:00:00,83.71738687677994
2011-01-22 16:00:00,95.83754540176697
2011-01-22 17:00:00,98.26003114556198
2011-01-22 18:00:00,113.93198767900327
2011-01-22 19:00:00,121.33697561161414
2011-01-22 20:00:00,122.04952366272583
2011-01-22 21:00:00,137.053116789131
2011-01-22 22:00:00,129.07086197818086
2011-01-22 23:00:00,136.67086270194247
2011-01-23 00:00:00,18.6430531623687
2011-01-23 01:00:00,20.262284253264333
2011-01-23 02:00:00,22.014960683646294
2011-01-23 03:00:00,23.91214741865417
2011-01-23 05:00:00,33.10175248965417
2011-01-23 06:00:00,35.91285407497499
2011-01-23 07:00:00,29.349065079088188
2011-01-23 08:00:00,31.962527896302966
2011-01-23 09:00:00,36.51450586991636
2011-01-23 10:00:00,40.30360614810373
2011-01-23 11:00:00,43.550761579116916
2011-01-23 12:00:00,52.65227161727075
2011-01-23 13:00:00,62.00280889331166
2011-01-23 14:00:00,68.36517074685923
2011-01-23 15:00:00,74.08313323314785
2011-01-23 16:00:00,81.91652252126065
2011-01-23 17:00:00,94.52820819546876
2011-01-23 18:00:00,97.94282733317111
2011-01-23 19:00:00,107.00239783653079
2011-01-23 20:00:00,111.4249365044588
2011-01-23 21:00:00,118.66839687569309
2011-01-23 22:00:00,132.39278903984373
2011-01-23 23:00:00,147.1912489495874
2011-01-24 00:00:00,14.340990291557132
2011-01-24 01:00:00,16.239990954666336
2011-01-24 03:00:00,20.91956066123004
2011-01-24 04:00:00,23.18054809138699
2011-01-24 05:00:00,26.03780886195138
2011-01-24 06:00:00,28.855401643219594
2011-01-24 07:00:00,31.553374306967783
2011-01-24 08:00:00,32.708294354101085
2011-01-24 09:00:00,38.69458613459453
2011-01-24 10:00:00,37.89039958461037
2011-01-24 11:00:00,41.66448549686387
2011-01-24 12:00:00,55.80791404795219
2011-01-24 13:00:00,59.045146948783746
2011-01-24 14:00:00,63.34024199909142
2011-01-24 15:00:00,61.99941284982666
2011-01-24 16:00:00,64.40243302184736
2011-01-24 17:00:00,72.35068962270834
2011-01-24 18:00:00,69.97799445720734
2011-01-24 19:00:00,83.49430070809449
2011-01-24 20:00:00,87.74306611332675
2011-01-24 21:00:00,91.96862272279357
2011-01-24 22:00:00,122.50624629768578
2011-01-24 23:00:00,130.1770472472976
2011-01-25 00:00:00,8.640891871506868
2011-01-25 01:00:00,9.424478872849539
2011-01-25 02:00:00,9.145670309817351
2011-01-25 04:00:00,10.958989016248239
2011-01-25 05:00:00,12.82827575540377
2011-01-25 06:00:00,13.285638443781368
2011-01-25 07:00:00,15.518599312551242
2011-01-25 08:00:00,20.04308353095762
2011-01-25 09:00:00,23.886428224271828
2011-01-25 10:00:00,27.81350253641618
2011-01-25 11:00:00,30.908043900262783
2011-01-25 12:00:00,35.953363205962724
2011-01-25 13:00:00,40.842078697109976
2011-01-25 14:00:00,52.29200905659828
2011-01-25 15:00:00,62.59622589835723
2011-01-25 16:00:00,70.11098531276657
2011-01-25 17:00:00,62.769804447971886
2011-01-25 18:00:00,79.71389969568489
2011-01-25 19:00:00,71.57579442304376
2011-01-25 20:00:00,69.6862764629613
2011-01-25 21:00:00,78.03882182262707
2011-01-25 22:00:00,89.51361178945385
2011-01-25 23:00:00,117.24487175357662
2011-01-26 00:00:00,7.545655257400293
2011-01-26 01:00:00,8.933012381894226
2011-01-26 02:00:00,6.419853713260657
2011-01-26 05:00:00,7.577571525281858
2011-01-26 06:00:00,8.59112831205411
2011-01-26 07:00:00,9.343532744242621
2011-01-26 08:00:00,10.565761877655023
2011-01-26 09:00:00,11.932414013488282
2011-01-26 10:00:00,12.224090920554756
2011-01-26 11:00:00,13.97398207959766
2011-01-26 12:00:00,15.743361806371027
2011-01-26 13:00:00,17.72181782299667
2011-01-26 14:00:00,20.110052828219008
2011-01-26 15:00:00,23.307758245821887
2011-01-26 16:00:00,25.173636929028497
2011-01-26 17:00:00,29.294421051350195
2011-01-27 16:00:00,54.32949266418864
2011-01-27 17:00:00,59.331202689971605
2011-01-27 18:00:00,55.52630816688736
2011-01-27 19:00:00,62.20566060421325
2011-01-27 20:00:00,67.06947555967139
2011-01-27 21:00:00,75.1128102870103
2011-01-27 22:00:00,84.10657445433068
2011-01-27 23:00:00,88.24202071456403
2011-01-28 00:00:00,7.399215632266245
2011-01-28 01:00:00,8.391697243472318
2011-01-28 02:00:00,9.590039752297661
2011-01-28 03:00:00,10.644446169713397
2011-01-28 05:00:00,13.022344102414435
2011-01-28 06:00:00,14.811094177715557
2011-01-28 07:00:00,15.686054153537711
2011-01-28 08:00:00,17.657738491222293
2011-01-28 09:00:00,12.689200002386574
2011-01-28 10:00:00,14.370974346932726
2011-01-28 11:00:00,14.561044425918956
2011-01-28 12:00:00,16.39979355679681
2011-01-28 13:00:00,18.455815916499372
2011-01-28 14:00:00,22.938177193835905
2011-01-28 15:00:00,35.94854970333549
2011-01-28 16:00:00,36.51315176530057
2011-01-28 17:00:00,44.92743677211533
2011-01-28 18:00:00,51.222981957613406
2011-01-28 19:00:00,66.08817539393641
2011-01-28 20:00:00,80.89732762904842
2011-01-28 21:00:00,84.40707814366905
2011-01-28 22:00:00,97.5339748253355
2011-01-28 23:00:00,112.90412685744097
2011-01-29 00:00:00,13.083453909305105
2011-01-29 01:00:00,13.557130107539741
2011-01-29 02:00:00,14.62574523484083
2011-01-29 03:00:00,16.216734881999823
2011-01-29 04:00:00,17.52457669950953
2011-01-29 06:00:00,22.49743150464144
2011-01-29 07:00:00,26.078191755168785
2011-01-29 08:00:00,29.313122719312556
2011-01-29 09:00:00,29.357226466580084
2011-01-29 10:00:00,34.90953402782996
2011-01-29 11:00:00,38.19644230761038
2011-01-29 12:00:00,43.79614136340027
2011-01-29 13:00:00,48.58105196653246
2011-01-29 14:00:00,48.57174647420777
2011-01-29 15:00:00,40.79637026927301
2011-01-29 16:00:00,48.236138457462005
2011-01-29 17:00:00,49.892123347992
2011-01-29 18:00:00,50.25935534082753
2011-01-29 19:00:00,66.03557608914315
2011-01-29 20:00:00,57.63668672667541
2011-01-29 21:00:00,62.47027066243713
2011-01-29 22:00:00,64.66161749560433
2011-01-29 23:00:00,70.07428586485076
2011-01-30 00:00:00,9.18350870541954
2011-01-30 01:00:00,10.203498235171086
2011-01-30 02:00:00,10.586414452330768
2011-01-30 03:00:00,9.91406027440574
2011-01-30 04:00:00,10.813736387795418
2011-01-30 05:00:00,13.123951309607175
2011-01-30 07:00:00,15.548478400651248
2011-01-30 08:00:00,19.92772702813695
2011-01-30 09:00:00,22.567777046294438
2011-01-30 10:00:00,23.51196345362771
2011-01-30 11:00:00,21.970349678189436
2011-01-30 12:00:00,33.95010612833191
2011-01-30 13:00:00,31.92399444375588
2011-01-30 14:00:00,34.48913968372585
2011-01-30 15:00:00,39.66620203104936
2011-01-30 16:00:00,43.01842931124971
2011-01-30 17:00:00,49.31595997103349
2011-01-30 18:00:00,45.97586430809122
2011-01-30 19:00:00,50.275707275266534
2011-01-30 20:00:00,62.23471944472189
2011-01-30 21:00:00,64.42916925454632
2011-01-30 22:00:00,70.41809904670815
2011-01-30 23:00:00,84.10905430049074
2011-01-31 00:00:00,7.737167253438793
2011-01-31 01:00:00,7.708691864837922
2011-01-31 02:00:00,8.57578026151642
2011-01-31 03:00:00,9.707288992640738
2011-01-31 04:00:00,12.305297840341684
2011-01-31 05:00:00,13.5715293790715
2011-01-31 06:00:00,14.994982739415416
2011-01-31 07:00:00,21.152378194175743
2011-01-31 08:00:00,25.592551053315926
2011-01-31 09:00:00,28.859554976825216
2011-01-31 10:00:00,31.421898988140043
2011-01-31 11:00:00,35.25298750341696
2011-01-31 12:00:00,39.20268702752791
2011-01-31 13:00:00,41.92242138778741
2011-01-31 14:00:00,49.687601259654926
2011-01-31 15:00:00,54.72898167709185
2011-01-31 16:00:00,65.12583071041848
2011-01-31 17:00:00,69.85588372243055
2011-01-31 18:00:00,83.56620830546305
2011-01-31 19:00:00,63.067485130053754
2011-01-31 20:00:00,66.08280100967478
2011-01-31 21:00:00,72.4538323036058
2011-01-31 22:00:00,119.77655164514229
2011-01-31 23:00:00,124.2667214524823
2011-02-20 00:00:00,21.723645796809382
2011-02-20 01:00:00,21.89079274940512
2011-02-20 02:00:00,24.408663354158346
2011-02-20 03:00:00,25.836096834519143
2011-02-20 04:00:00,28.04827036953689
2011-02-20 06:00:00,30.17629040313428
2011-02-20 07:00:00,31.55496041780831
2011-02-20 08:00:00,31.680490589369853
2011-02-20 09:00:00,37.35764782081332
2011-02-20 10:00:00,49.12825725707011
2011-02-20 11:00:00,59.992534810535815
2011-02-20 12:00:00,54.568725770789555
2011-02-20 13:00:00,64.45688877469314
2011-02-20 14:00:00,78.99536907647747
2011-02-20 15:00:00,83.79372073460105
2011-02-20 16:00:00,88.2135669441442
2011-02-20 17:00:00,87.90495742877422
2011-02-20 18:00:00,105.8418118979071
2011-02-20 19:00:00,114.64907735723716
2011-02-20 20:00:00,109.70207536667196
2011-02-20 21:00:00,98.00970732785505
2011-02-20 22:00:00,106.82754519837798
2011-02-20 23:00:00,105.02683186313936
2011-02-21 00:00:00,23.38459650432136
2011-02-21 01:00:00,25.394686100493935
2011-02-21 02:00:00,27.57047293032484
2011-02-21 03:00:00,29.66692307256834
2011-02-21 04:00:00,24.326654733635618
2011-02-21 05:00:00,34.979297600557736
2011-02-21 06:00:00,60.25054166626674
2011-02-21 07:00:00,65.02263988992571
2011-02-21 08:00:00,34.573655578730445
2011-02-21 09:00:00,37.34523888196527
2011-02-21 10:00:00,40.15894384598535
2011-02-21 11:00:00,41.722925732933945
2011-02-21 12:00:00,40.73306169538943
2011-02-21 13:00:00,24.31445195642552
2011-02-21 14:00:00,42.14173688659318
2011-02-21 15:00:00,51.50720191205923
2011-02-21 16:00:00,34.453354945811775
