id,ACTION
1,0.6677994053718515
2,0.9904279591131242
3,0.9845800133049905
4,0.952494080841366
5,0.9932016004221447
6,0.9883072451051196
7,0.9724072993137993
8,0.9942919097569378
9,0.8465436596831678
10,0.9675740865810308
11,0.9410715227635058
12,0.9592648953377313
13,0.9468302189266765
14,0.8441085691226127
15,0.9519347116893864
16,0.9840243408350278
17,0.9431198039136308
18,0.9174661068013702
19,0.981481263539508
20,0.9723806429730029
21,0.9780157661714846
22,0.9627389169016107
23,0.8971639171900843
24,0.9511366491076485
25,0.9621343806911316
26,0.962262911358976
27,0.9640105794781668
28,0.775367906919604
29,0.9787038821272374
30,0.9469278641610022
31,0.9796821776761526
32,0.9727143297280938
33,0.9722020383689767
34,0.9771584577927726
35,0.9774861774134846
36,0.9774867989307299
37,0.9739968363148213
38,0.9702205412849827
39,0.9290702606545681
40,0.8928279697608954
41,0.9380156832526363
42,0.9787180801719815
43,0.9634698753058926
44,0.9854878516399506
45,0.9659221927581811
46,0.9418984548259701
47,0.9918238419202385
48,0.9650986077107147
49,0.9908317573093401
50,0.984749611113112
51,0.9754823523765024
52,0.9812907019627459
53,0.9796082726196955
54,0.9871771178352651
55,0.9054824091216606
56,0.9038710541850995
57,0.9760798955083461
58,0.9924321291664775
59,0.9829578994495192
60,0.9687729956677011
61,0.9840102701278943
62,0.9436350445996236
63,0.9653308123576685
64,0.9800897953785581
65,0.9839156165804575
66,0.9879224621489149
67,0.9161554864283341
68,0.9888311628784607
69,0.9359832496679961
70,0.8865644949524908
71,0.9274108002397169
72,0.9882428140945734
73,0.974839212825761
74,0.9866136781054324
75,0.9821007858947128
76,0.9808925827958588
77,0.9786839128002096
78,0.8058961538406926
79,0.728983057305526
80,0.9742473375032477
81,0.9854900113285967
82,0.9708846945708232
83,0.9669366848830985
84,0.9848063759049022
85,0.9522130672486968
86,0.909723412198622
87,0.9550424465233207
88,0.9797725233183345
89,0.9875444732338707
90,0.9287056095462598
91,0.9619600597830589
92,0.8974309956990018
93,0.9881707572496337
94,0.8900568437435135
95,0.9785436938133951
96,0.9551569401694822
97,0.7465958797546723
98,0.9684318530946059
99,0.988566840146683
100,0.9761755349682102
101,0.9517903662395384
102,0.6810912106031475
103,0.9512634175772525
104,0.9438676641071686
105,0.7376493925102328
106,0.9655340316876454
107,0.9916524585140338
108,0.9417656218881874
109,0.9812389750911619
110,0.9671262813127921
111,0.8925636900264449
112,0.9695840330444359
113,0.9677180849953286
114,0.9755864973795054
115,0.9532030237564478
116,0.9714902961215088
117,0.9808241796878896
118,0.9692272399057595
119,0.9917225976268067
120,0.9788450305354928
121,0.9481691719324445
122,0.9674946380453666
123,0.8006404072399524
124,0.9615409762598119
125,0.9812038735766369
126,0.8925500495866823
127,0.8527491587853309
128,0.9036219408280723
129,0.9169465087269022
130,0.9193888373814625
131,0.9889665077548906
132,0.9803641132179606
133,0.9577606608917073
134,0.9151294427468514
135,0.9741527477108103
136,0.9030104125726193
137,0.9851027778915626
138,0.967298781566269
139,0.8691024270726769
140,0.9917589903465471
141,0.9494826286407838
142,0.8749733583841062
143,0.9880888624700854
144,0.9843803118507488
145,0.9926736013006279
146,0.8807441365417459
147,0.8473509151550604
148,0.9213185318808133
149,0.989851832503819
150,0.9791997438613949
151,0.979259666457899
152,0.9635653912258004
153,0.9716246631144541
154,0.900187020072765
155,0.9494743727870951
156,0.9313341322804917
157,0.9588396641874173
158,0.9533891262945069
159,0.9755857692613317
160,0.9181514565211037
161,0.8297123872161253
162,0.9553029912951156
163,0.9796522165164909
164,0.9657331022061681
165,0.9813876600376505
166,0.992381090413319
167,0.9323318524216074
168,0.9655791794386168
169,0.9522959172481579
170,0.988086555985318
171,0.9795617904785296
172,0.9446385148085337
173,0.9818274021474506
174,0.9830034622861252
175,0.9644970876511931
176,0.9879124605192529
177,0.914635981579184
178,0.9888519980070771
179,0.9749875644240207
180,0.8473509151550604
181,0.5484757252477763
