id,ACTION
1,0.7423518778008286
2,0.9712420965204287
3,0.9999999999314317
4,0.9349659799844074
5,0.9999853124010132
6,0.9999999972291553
7,0.985222998390461
8,0.9999676227386736
9,0.6271272973836256
10,0.9808341226983718
11,0.999998771492689
12,0.92448229542349
13,0.9288313850959186
14,0.7603266750520237
15,0.9593950004639699
16,0.9771421048968454
17,0.914205730909866
18,0.8702453717832297
19,0.9812428684644462
20,0.9873079059048379
21,0.9999998676035748
22,0.9995578187407735
23,0.8412103145066127
24,0.9559604688197739
25,0.930990910507107
26,0.9755186919771864
27,0.9188363254893624
28,0.6400778947712302
29,0.9798246279642884
30,0.8799479844812719
31,0.956012665893624
32,0.9595008409032263
33,0.99999316936137606
34,0.9657456819143209
35,0.9368978365584766
36,0.9855937699354905
37,0.9527410882059828
38,0.9938749855210881
39,0.8770584579905003
40,0.8384838630616772
41,0.935755689422656
42,0.9999992018460631
43,0.9659804823783978
44,0.9646550505573127
45,0.9673087588392035
46,0.9574555412325549
47,0.9999999999351796
48,0.9336228123071061
49,0.9999914710237219
50,0.9999967089302492
51,0.9846506661953381
52,0.9734369669684196
53,0.972664153922377
54,0.9998122813445885
55,0.9366723562783887
56,0.8932064415405242
57,0.9579632250942642
58,0.9999994624891584
59,0.959539796898597
60,0.9999979893959365
61,0.9999999986244519
62,0.9816143190006298
63,0.9990105400362433
64,0.9999983854045503
65,0.9960604114319337
66,0.9999972580533826
67,0.9045486406414397
68,0.9842294282786912
69,0.9500157759834248
70,0.7628517264031084
71,0.9333686759412952
72,0.9998951233312494
73,0.9606899929523981
74,0.9999976026213961
75,0.9746504709472522
76,0.9789763947791826
77,0.9943186304580237
78,0.926382206704293
79,0.8588769038242906
80,0.9999995983743545
81,0.9999983804946915
82,0.9999968280875575
83,0.9816721056014237
84,0.9999610109682554
85,0.9738897062933086
86,0.9145770114917947
87,0.9186584242220908
88,0.9999994818444637
89,0.9999963924246003
90,0.9532553690272397
91,0.9999961483116794
92,0.9143723926970166
93,0.99999999930441
94,0.8909578588763557
95,0.9999996165253925
96,0.9998823204779246
97,0.7998001127261297
98,0.9667233403035451
99,0.999998025531074
100,0.9999694232931612
101,0.9641701851167118
102,0.7033429417452696
103,0.9793302414067641
104,0.890192667927507
105,0.8564713963886617
106,0.9920599629219736
107,0.9934848374823154
108,0.9121214411824073
109,0.9743079652396548
110,0.9794850649188124
111,0.895278560289612
112,0.9328991752735157
113,0.9999945072193757
114,0.9999996650507575
115,0.9456205998928878
116,0.9407793504789621
117,0.9745619240075519
118,0.9929116168086691
119,0.9999999999999802
120,0.9999980464219451
121,0.9937092826782066
122,0.9999975950984195
123,0.8721978766741385
124,0.9682972445706209
125,0.9999996423250981
126,0.8687225756209365
127,0.6515508006735173
128,0.935290932026154
129,0.9997475338267849
130,0.9007400781486593
131,0.9938743496295096
132,0.9601321780383786
133,0.9713587032179679
134,0.8414473998840931
135,0.999999999913433
136,0.8629867821340427
137,0.9859813252402019
138,0.9640954814049424
139,0.8769151000753624
140,0.9997939350771603
141,0.9967177661829478
142,0.8822673368687388
143,0.9856787118212975
144,0.9999967655247726
145,0.9999999999608415
146,0.8710372549657841
147,0.6252721155045606
148,0.940337786446439
149,0.9999989359767435
150,0.9999328671453852
151,0.9739123886051273
152,0.9820269320450611
153,0.9737301546434015
154,0.9260994971002942
155,0.9559941375579389
156,0.9761937380384689
157,0.9866751954303132
158,0.9220696097305051
159,0.9937961324650068
160,0.9034638017328974
161,0.6309662452890138
162,0.9915798625479476
163,0.9815561289846595
164,0.9999981609843938
165,0.9999951221661469
166,0.9999999300093771
167,0.9500323567064661
168,0.999998957068203
169,0.8960159388380697
170,0.9996538383226232
171,0.9734704559115862
172,0.9998638109233782
173,0.9715709338545908
174,0.9999987773206788
175,0.9999980738469233
176,0.9997466474377049
177,0.9159392647737588
178,0.9999996780322078
179,0.9999998274126174
180,0.6252721155045606
181,0.5023025055284833
182,0.9007400781486593
183,0.9538380201902474
